DATAFLOW,LAST UPDATE,freq,unit,sex,isced11,age,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,AT,2011,16.3,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,AT,2012,16.9,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,AT,2013,17.7,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,AT,2014,27.4,b
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,AT,2015,28.1,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,AT,2016,28.9,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,AT,2017,29.7,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,AT,2018,30.1,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,AT,2019,31.1,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,AT,2020,31.3,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,BE,2011,30.4,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,BE,2012,31.3,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,BE,2013,31.5,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,BE,2014,32.6,b
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,BE,2015,32.7,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,BE,2016,33.2,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,BE,2017,35.6,b
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,BE,2018,36.0,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,BE,2019,36.0,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,BE,2020,37.6,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,BG,2011,20.1,b
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,BG,2012,20.7,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,BG,2013,22.2,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,BG,2014,23.6,b
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,BG,2015,24.1,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,BG,2016,24.4,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,BG,2017,24.5,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,BG,2018,24.8,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,BG,2019,24.7,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,BG,2020,25.6,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,CH,2011,28.9,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,CH,2012,30.1,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,CH,2013,31.9,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,CH,2014,32.9,b
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,CH,2015,34.2,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,CH,2016,35.4,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,CH,2017,36.8,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,CH,2018,37.7,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,CH,2019,38.6,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,CH,2020,39.3,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,CY,2011,33.7,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,CY,2012,35.0,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,CY,2013,35.4,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,CY,2014,36.4,b
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,CY,2015,36.4,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,CY,2016,37.6,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,CY,2017,38.1,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,CY,2018,39.4,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,CY,2019,40.0,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,CY,2020,40.2,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,CZ,2011,15.8,b
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,CZ,2012,17.0,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,CZ,2013,18.1,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,CZ,2014,19.1,b
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,CZ,2015,19.8,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,CZ,2016,20.6,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,CZ,2017,21.4,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,CZ,2018,21.7,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,CZ,2019,21.6,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,CZ,2020,22.1,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,DE,2011,24.3,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,DE,2012,24.9,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,DE,2013,25.2,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,DE,2014,23.2,b
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,DE,2015,23.8,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,DE,2016,24.4,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,DE,2017,24.8,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,DE,2018,25.2,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,DE,2019,26.0,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,DE,2020,27.2,bp
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,DK,2011,27.8,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,DK,2012,28.5,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,DK,2013,28.9,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,DK,2014,29.4,b
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,DK,2015,30.2,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,DK,2016,31.1,b
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,DK,2017,32.2,b
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,DK,2018,32.6,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,DK,2019,33.4,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,DK,2020,33.7,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,EA19,2011,23.5,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,EA19,2012,24.2,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,EA19,2013,25.0,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,EA19,2014,25.3,b
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,EA19,2015,25.9,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,EA19,2016,26.5,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,EA19,2017,27.1,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,EA19,2018,27.9,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,EA19,2019,28.7,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,EA19,2020,29.9,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,EE,2011,31.3,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,EE,2012,32.1,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,EE,2013,32.3,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,EE,2014,32.6,b
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,EE,2015,33.3,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,EE,2016,34.1,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,EE,2017,34.7,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,EE,2018,35.9,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,EE,2019,36.5,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,EE,2020,37.1,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,EL,2011,22.2,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,EL,2012,22.9,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,EL,2013,24.0,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,EL,2014,24.6,b
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,EL,2015,25.4,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,EL,2016,26.4,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,EL,2017,27.2,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,EL,2018,27.7,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,EL,2019,27.8,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,EL,2020,28.5,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,ES,2011,29.3,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,ES,2012,30.0,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,ES,2013,30.9,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,ES,2014,31.7,b
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,ES,2015,32.1,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,ES,2016,32.7,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,ES,2017,33.2,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,ES,2018,34.0,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,ES,2019,35.1,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,ES,2020,36.0,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,EU15,2011,25.2,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,EU15,2012,26.1,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,EU15,2013,26.9,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,EU15,2014,27.3,b
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,EU15,2015,28.0,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,EU15,2016,28.6,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,EU15,2017,29.2,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,EU15,2018,29.9,
