DATAFLOW,LAST UPDATE,freq,unit,indic_il,sex,age,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,HR,2016,19.5,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,HR,2017,20.0,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,HR,2018,19.3,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,HR,2019,18.3,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,HR,2020,18.3,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,HU,2011,14.1,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,HU,2012,14.3,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,HU,2013,15.0,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,HU,2014,15.0,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,HU,2015,14.9,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,HU,2016,14.5,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,HU,2017,13.4,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,HU,2018,12.8,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,HU,2019,12.3,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,HU,2020,12.3,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,IE,2011,15.2,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,IE,2012,16.3,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,IE,2013,15.7,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,IE,2014,16.8,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,IE,2015,16.2,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,IE,2016,16.8,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,IE,2017,15.6,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,IE,2018,14.9,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,IE,2019,13.1,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,IS,2011,9.2,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,IS,2012,7.9,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,IS,2013,9.3,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,IS,2014,7.9,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,IS,2015,9.2,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,IS,2016,8.8,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,IS,2017,10.1,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,IS,2018,8.8,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,IT,2011,19.8,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,IT,2012,19.5,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,IT,2013,19.3,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,IT,2014,19.4,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,IT,2015,19.9,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,IT,2016,20.6,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,IT,2017,20.3,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,IT,2018,20.3,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,IT,2019,20.1,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,LT,2011,19.2,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,LT,2012,18.6,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,LT,2013,20.6,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,LT,2014,19.1,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,LT,2015,22.2,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,LT,2016,21.9,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,LT,2017,22.9,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,LT,2018,22.9,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,LT,2019,20.6,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,LT,2020,20.9,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,LU,2011,13.6,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,LU,2012,15.1,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,LU,2013,15.9,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,LU,2014,16.4,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,LU,2015,15.3,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,LU,2016,15.8,b
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,LU,2017,16.4,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,LU,2018,16.7,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,LU,2019,17.5,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,LU,2020,17.4,b
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,LV,2011,19.0,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,LV,2012,19.2,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,LV,2013,19.4,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,LV,2014,21.2,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,LV,2015,22.5,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,LV,2016,21.8,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,LV,2017,22.1,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,LV,2018,23.3,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,LV,2019,22.9,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,LV,2020,21.6,p
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,ME,2013,25.2,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,ME,2014,24.1,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,ME,2015,24.4,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,ME,2016,24.0,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,ME,2017,23.6,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,ME,2018,23.8,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,ME,2019,24.5,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,MK,2011,26.8,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,MK,2012,26.2,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,MK,2013,24.2,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,MK,2014,22.1,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,MK,2015,21.5,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,MK,2016,21.9,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,MK,2017,22.2,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,MK,2018,21.9,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,MK,2019,21.6,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,MT,2011,15.6,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,MT,2012,15.1,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,MT,2013,15.8,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,MT,2014,15.8,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,MT,2015,16.6,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,MT,2016,16.5,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,MT,2017,16.7,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,MT,2018,16.8,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,MT,2019,17.1,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,MT,2020,16.9,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,NL,2011,11.0,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,NL,2012,10.1,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,NL,2013,10.4,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,NL,2014,11.6,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,NL,2015,11.6,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,NL,2016,12.7,b
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,NL,2017,13.2,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,NL,2018,13.3,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,NL,2019,13.2,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,NL,2020,13.4,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,NO,2011,10.5,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,NO,2012,10.0,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,NO,2013,10.9,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,NO,2014,10.9,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,NO,2015,11.9,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,NO,2016,12.2,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,NO,2017,12.3,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,NO,2018,12.9,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,NO,2019,12.7,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,NO,2020,12.7,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,PL,2011,17.7,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,PL,2012,17.1,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,PL,2013,17.3,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,PL,2014,17.0,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,PL,2015,17.6,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,PL,2016,17.3,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,PL,2017,15.0,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,PL,2018,14.8,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,PL,2019,15.4,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,PL,2020,14.8,p
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,PT,2011,18.0,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,PT,2012,17.9,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,PT,2013,18.7,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,PT,2014,19.5,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,PT,2015,19.5,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,PT,2016,19.0,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,PT,2017,18.3,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,PT,2018,17.3,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,PT,2019,17.2,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,PT,2020,16.2,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,RO,2011,22.3,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,RO,2012,22.9,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,RO,2013,23.0,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,RO,2014,25.1,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,RO,2015,25.4,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,RO,2016,25.3,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,RO,2017,23.6,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,RO,2018,23.5,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,RO,2019,23.8,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,RO,2020,23.4,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,RS,2013,24.5,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,RS,2014,25.0,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,RS,2015,26.7,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,RS,2016,25.9,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,RS,2017,25.7,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,RS,2018,24.3,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,RS,2019,23.2,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,RS,2020,21.7,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,SE,2011,15.4,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,SE,2012,15.2,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,SE,2013,16.0,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,SE,2014,15.6,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,SE,2015,16.3,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,SE,2016,16.2,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,SE,2017,15.8,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,SE,2018,16.4,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,SE,2019,17.1,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,SE,2020,16.1,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,SI,2011,13.6,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,SI,2012,13.5,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,SI,2013,14.5,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,SI,2014,14.5,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,SI,2015,14.3,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,SI,2016,13.9,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,SI,2017,13.3,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,SI,2018,13.3,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,SI,2019,12.0,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,SI,2020,12.4,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,SK,2011,13.0,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,SK,2012,13.2,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,SK,2013,12.8,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,SK,2014,12.6,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,SK,2015,12.3,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,SK,2016,12.7,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,SK,2017,12.4,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,SK,2018,12.2,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,SK,2019,11.9,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,SK,2020,11.4,p
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,TR,2011,23.5,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,TR,2012,23.7,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,TR,2013,23.1,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,TR,2014,23.0,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,TR,2015,22.5,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,TR,2016,22.8,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,TR,2017,22.2,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,TR,2018,22.2,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,TR,2019,22.4,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,TR,2020,23.0,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,UK,2011,16.2,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,UK,2012,16.0,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,UK,2013,15.9,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,UK,2014,16.8,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,UK,2015,16.6,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,UK,2016,15.9,
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,UK,2017,17.0,b
ESTAT:ILC_LI02(1.0),19/11/21 23:00:00,A,PC,LI_R_MD60,T,TOTAL,UK,2018,18.6,
